initial_position,initial_velocity,mass,time,location
6660,17,893,67,-14197.100000000002
6783,78,92,46,2.599999999998545
1878,12,534,10,1508.0
9195,89,991,86,-19391.4
9578,97,286,50,2178.0
9549,92,36,81,-15147.900000000001
2252,14,335,99,-44386.9
265,45,174,55,-12082.500000000002
9731,40,454,55,-2891.500000000002
2640,80,34,58,-9203.600000000002
3563,59,284,62,-11614.600000000002
6430,42,89,89,-28644.9
6583,81,289,84,-21187.4
9343,28,536,44,1088.5999999999985
5820,28,501,60,-10140.0
7530,12,9,90,-31080.0
9262,70,42,87,-21736.100000000006
4724,50,231,54,-6864.4000000000015
9146,93,619,85,-18351.5
8645,87,843,41,3975.0999999999985
110,83,896,90,-32110.0
9804,41,238,52,-1313.6000000000004
6694,84,912,96,-30400.4
5303,87,569,92,-28166.600000000006
143,97,273,84,-26283.4
633,78,287,42,-4734.6
6489,61,399,39,1415.0999999999995
3534,35,976,55,-9363.500000000002
2312,2,489,72,-22945.600000000002
4580,35,999,80,-23980.000000000004
1279,55,838,58,-12014.600000000002
6540,23,954,99,-39207.9
3643,35,996,38,-2102.6000000000004
2994,84,493,53,-6318.1
38,44,242,8,76.39999999999998
8439,72,885,54,-1961.4000000000015
9587,98,453,16,9900.6
6941,41,577,55,-5626.500000000002
5047,73,92,67,-12058.100000000002
4159,27,749,4,4188.6
9538,49,110,43,2584.8999999999996
4790,34,955,83,-26144.100000000006
472,18,7,89,-36738.9
2078,78,801,28,420.39999999999964
4266,90,21,3,4491.9
6933,21,204,90,-30867.0
2195,90,651,79,-21275.9
4731,51,463,90,-30369.0
5487,68,195,48,-2538.6000000000004
5656,72,559,49,-2580.9000000000015
1506,9,439,7,1328.9
5895,92,943,15,6172.5
8382,14,737,38,1838.3999999999996
8887,84,353,7,9234.9
625,13,703,22,-1460.6000000000004
6527,84,310,18,6451.4
5485,68,838,25,4122.5
6559,41,367,64,-10887.400000000001
1118,95,672,78,-21283.600000000002
7283,2,139,86,-28785.4
5478,76,37,30,3348.0
9655,18,893,78,-18752.600000000002
2340,9,425,38,-4393.6
2826,31,14,25,538.5
322,15,158,80,-29838.000000000004
9749,44,318,57,-3663.1000000000004
7646,58,69,94,-30198.4
2486,42,173,11,2355.1
8467,73,795,81,-17768.9
3698,38,747,10,3588.0
3329,28,369,93,-36447.100000000006
863,25,214,88,-34882.600000000006
8939,71,736,41,3613.0999999999985
670,78,869,98,-38745.600000000006
7636,90,97,34,5031.599999999999
5417,98,688,57,-4917.1
2054,84,126,49,-5594.9000000000015
9381,75,372,57,-2264.1000000000004
9823,81,501,41,4907.0999999999985
2891,25,27,93,-37164.100000000006
6737,75,212,24,5714.6
6623,25,403,14,6012.6
4098,56,237,97,-36574.100000000006
2466,59,989,72,-18687.600000000002
164,1,428,41,-8031.9000000000015
4584,49,177,93,-33239.100000000006
9092,16,715,60,-7588.0
9629,27,193,81,-20332.9
6361,89,302,80,-17879.000000000004
5855,25,404,85,-27422.5
8158,89,686,30,6418.0
9723,94,484,50,2173.0
2453,14,8,66,-17967.4
1498,49,405,7,1600.9
6348,16,592,49,-4632.9000000000015
5045,30,643,46,-3943.4000000000015
6401,52,389,4,6530.6
3469,68,529,21,2736.1
4360,16,29,44,-4422.4000000000015
9192,33,867,31,5506.099999999999
5908,81,250,6,6217.6
4428,88,600,81,-20592.9
9827,17,899,51,-2050.9000000000015
7667,92,111,93,-26157.100000000006
5551,85,85,41,799.0999999999985
2628,28,418,57,-11696.1
1441,51,9,84,-28849.4
4793,50,198,46,-3275.4000000000015
3629,13,84,27,407.89999999999964
1354,29,222,34,-3324.4000000000005
4804,26,919,43,-3138.1000000000004
9156,12,25,48,-1557.6000000000004
1397,41,467,50,-8803.0
9137,26,246,8,9031.4
2461,68,113,73,-18687.100000000002
2420,73,859,58,-9829.600000000002
5788,98,742,16,6101.6
7604,60,515,21,6703.1
9974,96,866,4,10279.6
2041,18,13,44,-6653.4000000000015
5501,73,636,17,5325.9
5126,26,707,58,-9849.600000000002
1237,32,907,66,-17995.4
9856,58,981,82,-18335.600000000006
880,77,140,10,1160.0
2508,39,788,36,-2438.4000000000005
5773,9,976,43,-2900.1000000000004
1417,36,630,64,-16349.400000000001
8475,57,303,15,8227.5
2315,40,724,96,-39003.4
862,32,418,69,-20258.9
3902,74,971,74,-17454.4
58,22,436,17,-984.1000000000001
5239,13,203,99,-41498.9
5666,42,690,36,827.5999999999995
2401,65,594,8,2607.4
1573,1,615,94,-41629.4
2023,15,517,35,-3454.5
9620,18,359,87,-25902.100000000006
2877,1,686,50,-9323.0
7986,20,839,57,-6794.1
2499,30,11,17,1592.8999999999999
26,80,105,8,352.4
3309,63,158,75,-19528.500000000004
4375,54,239,27,2260.8999999999996
8677,81,945,84,-19093.4
5279,27,623,31,1407.0999999999995
3072,2,680,26,-188.4000000000001
1666,11,68,97,-43371.100000000006
1531,3,250,61,-16518.9
3653,36,291,56,-9697.400000000001
2611,64,682,3,2758.9
7916,15,517,96,-35802.4
1257,17,363,48,-9216.6
1918,82,368,72,-17579.600000000002
3873,71,867,57,-8000.1
269,83,958,7,609.9
769,3,211,33,-4468.1
5311,70,616,38,895.3999999999996
8349,25,363,99,-37200.9
763,96,745,73,-18341.100000000002
6109,1,899,98,-40852.600000000006
355,37,439,53,-11448.1
8842,46,417,65,-8870.5
2794,1,881,76,-25432.4
3552,41,392,84,-27578.4
3184,45,42,10,3144.0
4004,1,308,72,-21325.600000000002
1918,42,85,17,1215.8999999999999
4822,49,751,80,-22618.000000000004
7097,2,54,11,6526.1
4765,27,629,42,-2744.6000000000004
1270,98,971,58,-9529.600000000002
9643,95,233,96,-26395.4
9326,94,17,45,3633.5
4447,77,911,25,3309.5
1578,59,488,57,-10979.1
6105,73,382,85,-23092.5
7749,1,294,20,5809.0
1484,26,582,92,-37597.600000000006
7329,1,577,10,6849.0
3411,31,818,20,2071.0
829,65,28,38,-3776.6000000000004
5933,2,193,28,2147.3999999999996
4372,17,655,97,-40083.100000000006
2105,70,723,46,-5043.4000000000015
9616,6,462,32,4790.4
8369,61,941,50,-831.0
8054,34,492,31,4399.099999999999
9361,11,258,7,9197.9
5849,38,25,15,5316.5
9559,7,575,80,-21241.000000000004
1429,53,514,93,-36022.100000000006
7014,37,724,25,4876.5
5570,31,67,33,1256.8999999999996
8273,87,398,63,-5694.100000000002
8091,3,779,1,8089.1
1379,10,46,7,1208.9
4425,98,273,72,-13920.600000000002
5714,7,292,88,-31615.600000000006
7589,15,970,90,-30751.0
4749,38,133,35,76.5
1807,18,537,12,1317.4
4422,33,984,54,-8084.4000000000015
5273,45,473,98,-37376.600000000006
7861,97,124,95,-27146.5
9132,15,255,74,-16590.4
4902,27,193,26,2291.6
9270,91,162,99,-29745.9
8779,72,892,81,-17537.9
9291,10,824,31,4892.099999999999
9658,38,17,58,-4621.600000000002
8645,4,79,10,8195.0
9487,92,392,2,9651.4
5136,24,358,72,-18537.600000000002
9905,1,255,44,462.59999999999854
3490,31,916,12,3156.4
2781,71,779,45,-3946.5
981,97,331,36,-1877.4000000000005
9990,20,450,37,4021.8999999999996
3411,80,385,25,2348.5
1206,40,771,72,-21315.600000000002
7960,6,518,18,6480.4
2396,60,547,74,-19996.4
7557,6,66,7,7358.9
8418,60,682,78,-16713.600000000002
7814,62,418,49,-912.9000000000015
9538,40,393,34,5233.599999999999
5845,94,342,35,3132.5
3210,88,542,68,-13463.600000000002
6889,58,215,76,-17005.4
6369,84,277,60,-6231.0
541,24,608,74,-24515.4
4564,26,495,28,1450.3999999999996
2341,2,592,18,789.3999999999999
9452,48,310,50,-398.0
3651,98,13,15,4018.5
3980,27,63,83,-27535.100000000006
5993,80,221,22,5381.4
2231,41,490,20,1090.9999999999998
6557,32,609,14,6044.6
887,92,556,40,-3273.000000000001
2944,85,329,67,-13357.100000000002
3199,40,120,66,-15505.400000000001
5253,25,168,98,-39356.600000000006
4986,15,374,89,-32491.9
9730,13,984,41,2026.0999999999985
9742,46,525,9,9759.1
3684,23,334,52,-8369.6
8846,9,467,3,8828.9
4415,21,50,69,-17464.9
3181,85,662,87,-26512.100000000006
9081,51,747,56,-3429.4000000000015
695,86,2,83,-25923.100000000006
268,8,40,25,-2594.5
1172,58,382,63,-14622.100000000002
2545,6,64,90,-36605.0
7693,1,612,31,3015.0999999999995
956,80,828,71,-18064.9
7099,55,337,65,-10028.5
5100,43,252,7,5160.9
4039,94,328,77,-17775.100000000002
8106,69,98,71,-11695.900000000001
8426,82,618,38,4466.4
6990,62,411,43,595.8999999999996
5830,79,496,11,6106.1
6300,96,655,54,-2804.4000000000015
5444,16,68,95,-37258.5
8953,65,688,88,-23272.600000000006
2792,32,455,35,-2090.5
4976,8,417,39,-2164.9000000000005
3661,81,857,50,-4539.0
5332,2,609,20,3412.0
444,11,47,83,-32399.100000000006
9507,44,897,31,6162.099999999999
4933,26,894,43,-3009.1000000000004
1667,88,113,48,-5398.6
8710,56,636,20,7870.0
7195,71,144,51,-1928.9000000000015
7839,39,845,54,-4343.4000000000015
627,69,156,24,-539.4000000000001
5416,66,429,11,5549.1
6998,71,712,40,1997.999999999999
3164,81,140,23,2434.8999999999996
8693,79,267,18,8527.4
9381,37,950,38,3711.3999999999996
9322,41,699,24,7483.6
1020,70,998,87,-29978.100000000006
9893,90,290,61,-2849.9000000000015
3014,52,853,7,3137.9
6615,26,448,19,5340.1
5175,59,759,61,-9458.900000000001
3508,60,177,1,3563.1
9279,83,288,91,-23744.9
3324,81,848,40,-1276.000000000001
1890,70,452,5,2117.5
4790,41,707,89,-30373.9
1949,34,382,99,-42709.9
1506,65,463,63,-13847.100000000002
3059,87,541,9,3445.1
3631,99,703,91,-27936.9
1863,47,415,45,-5944.5
2678,90,985,8,3084.4
1780,61,513,64,-14386.400000000001
8237,89,986,95,-27530.5
9214,32,198,4,9263.6
8889,39,115,13,8567.9
859,64,8,14,794.5999999999999
7322,88,24,8,7712.4
3894,17,911,27,780.8999999999996
956,1,879,13,140.89999999999998
8757,9,430,44,-333.40000000000146
8549,27,242,20,7129.0
479,73,984,53,-9416.1
4915,21,58,40,-2085.000000000001
2293,67,891,71,-17650.9
3817,55,83,94,-34309.4
8489,46,671,31,5206.099999999999
7883,1,834,62,-10890.600000000002
587,28,884,18,-496.60000000000014
5296,28,21,58,-9563.600000000002
6020,34,494,11,5801.1
9944,99,799,79,-12815.900000000001
1368,1,65,69,-21891.9
8770,62,310,21,7911.1
1931,31,747,6,1940.6
1239,55,630,36,-3131.4000000000005
1378,19,495,18,132.39999999999986
7311,57,236,61,-7444.9000000000015
4370,64,784,76,-19068.4
516,70,925,58,-11907.600000000002
2242,65,381,79,-23203.9
1287,90,302,21,1016.0999999999999
2894,44,664,19,1961.1
2733,73,271,54,-7613.4000000000015
8077,26,429,75,-17535.500000000004
2621,98,280,5,2988.5
1189,75,880,17,1047.8999999999999
7594,5,926,64,-12156.400000000001
4462,42,951,58,-9585.600000000002
9010,83,548,85,-19337.5
7785,77,775,86,-21833.4
1450,98,375,83,-24172.100000000006
4605,9,223,31,175.09999999999945
3917,5,945,99,-43612.9
914,54,477,30,-1876.0
5105,56,372,99,-37375.9
7052,45,568,75,-17135.500000000004
5369,65,767,63,-9984.100000000002
737,98,760,5,1104.5
8090,57,172,38,3180.3999999999996
6968,83,734,90,-25252.0
5167,52,235,14,4934.6
4875,34,134,5,4922.5
3589,72,74,58,-8718.600000000002
2337,98,957,61,-9917.900000000001
1020,67,54,72,-19557.600000000002
4766,95,946,17,4964.9
1064,55,742,11,1076.1
4812,98,496,25,4199.5
8139,97,93,50,739.0
8072,22,112,20,6552.0
7708,23,340,46,-1602.4000000000015
4937,37,597,34,530.5999999999995
5300,34,238,29,2165.0999999999995
1314,57,905,64,-15108.400000000001
3671,80,376,28,2069.3999999999996
660,34,779,22,-963.6000000000004
2870,22,780,80,-26730.000000000004
3648,48,459,64,-13350.400000000001
8762,57,243,89,-24977.9
2207,41,564,93,-36360.100000000006
2099,60,547,48,-6310.6
2520,2,273,65,-18052.5
2431,15,141,55,-11566.500000000002
6848,2,452,24,4073.6
4893,89,734,78,-17976.600000000002
7974,98,22,36,5151.599999999999
6049,43,589,78,-20408.600000000002
8534,55,352,52,-1855.6000000000004
9611,47,851,63,-6876.100000000002
282,59,58,8,440.4
5238,6,158,94,-37494.4
1748,67,630,58,-10849.600000000002
7923,2,301,42,-636.6000000000004
2424,8,178,25,-438.5
7739,95,950,86,-20331.4
7080,39,96,8,7078.4
5976,15,748,82,-25741.600000000006
6018,93,144,20,5918.0
8343,70,808,88,-23442.600000000006
3717,72,889,14,3764.6
6038,51,158,57,-6975.1
7707,21,5,44,-855.4000000000015
1456,98,435,6,1867.6
3005,25,82,68,-17952.600000000002
9845,44,71,26,7676.6
2170,53,920,70,-18130.0
6324,27,883,91,-31795.9
7117,46,938,75,-16995.500000000004
1636,69,399,43,-4457.1
9264,23,411,18,8090.4
9041,94,364,27,8006.9
4715,3,604,69,-18406.9
7659,77,328,94,-28399.4
8051,11,174,20,6311.0
3567,84,858,95,-32675.5
7892,81,974,37,4180.9
685,78,593,43,-5021.1
4029,96,370,75,-16333.500000000004
4509,76,793,11,4752.1
7166,80,879,29,5365.099999999999
7218,85,498,71,-11447.900000000001
487,95,213,63,-12976.100000000002
8356,42,647,93,-30118.100000000006
9948,9,850,44,857.5999999999985
12,41,10,63,-16853.100000000002
4123,98,109,79,-18715.9
3224,74,893,59,-9466.900000000001
2109,7,149,69,-20736.9
9186,51,312,23,7766.9
682,69,135,84,-28096.4
8090,96,387,51,241.09999999999854
9245,54,159,25,7532.5
8343,5,683,69,-14640.900000000001
4302,98,996,78,-17865.600000000002
5102,62,39,33,1811.8999999999996
9799,79,622,33,7069.9
2547,88,978,70,-15303.0
1931,40,282,97,-40293.100000000006
5635,97,879,93,-27724.100000000006
5830,57,279,67,-12347.100000000002
7505,22,797,51,-4117.9000000000015
2886,65,943,4,3067.6
6066,88,914,4,6339.6
5058,44,28,73,-17842.100000000002
9424,71,6,76,-13482.400000000001
3080,23,177,51,-8491.900000000001
8277,6,954,67,-13317.100000000002
4013,51,508,61,-11108.900000000001
823,81,424,39,-3470.9000000000005
4781,66,992,90,-28969.0
2680,84,392,60,-9920.0
1979,42,36,32,-1694.6000000000004
7401,98,765,61,-4853.9000000000015
1071,97,146,49,-5940.9000000000015
9500,24,474,8,9378.4
3232,42,259,96,-37894.4
927,81,277,1,1003.1
3394,4,120,72,-21719.600000000002
4157,68,292,94,-32747.4
8740,29,451,74,-15946.400000000001
1718,54,444,91,-33944.9
8105,93,603,42,3367.3999999999996
8904,69,714,16,8753.6
5015,89,896,8,5413.4
6389,20,995,27,3356.8999999999996
122,48,271,40,-5798.000000000001
9186,73,351,40,4265.999999999999
5396,24,410,21,3739.1
1141,43,710,33,-2776.1000000000004
133,54,164,81,-27641.9
5907,94,845,43,888.8999999999996
1657,83,153,3,1861.9
9655,48,145,36,5032.599999999999
8475,89,124,18,8489.4
9753,9,474,31,5323.099999999999
7846,54,211,44,735.5999999999985
9368,42,156,22,7920.4
7158,97,79,6,7563.6
2936,20,490,65,-16466.5
855,1,763,19,-894.9000000000001
5098,75,404,18,4860.4
2464,11,93,34,-2826.4000000000005
894,68,858,40,-4226.000000000001
1943,30,702,2,1983.4
4013,93,541,29,2589.0999999999995
2696,1,165,61,-15475.900000000001
9047,80,107,39,4714.099999999999
3766,56,625,42,-2525.6000000000004
7514,35,482,37,2100.8999999999996
9885,35,9,11,9677.1
9075,38,134,93,-29771.100000000006
8301,14,233,16,7270.6
5350,71,242,38,972.3999999999996
8089,5,339,8,7815.4
9135,84,493,34,6326.599999999999
9557,49,736,18,8851.4
5931,11,509,60,-11049.0
3785,56,611,45,-3617.5
2682,34,138,83,-28252.100000000006
2019,81,561,1,2095.1
6678,51,296,38,1540.3999999999996
7590,62,565,6,7785.6
5620,14,181,45,-3672.5
4567,70,712,58,-7856.600000000002
2557,94,422,29,1162.0999999999995
3341,70,881,25,2028.5
4091,32,828,14,3578.6
1409,94,36,23,978.8999999999996
5239,8,980,2,5235.4
9586,40,521,79,-17834.9
104,67,364,82,-27349.600000000006
2998,13,516,30,-1022.0
6148,62,552,26,4447.6
4891,48,9,73,-17717.100000000002
7444,78,16,71,-11718.900000000001
9508,34,10,92,-28837.600000000006
9261,6,208,42,869.3999999999996
5148,91,491,13,5502.9
5790,20,533,91,-32966.9
3347,54,654,76,-20851.4
6911,21,316,94,-34411.4
326,78,214,6,617.6
2526,35,710,92,-35727.600000000006
8497,94,762,16,8746.6
8491,9,211,76,-19127.4
5678,14,780,12,5140.4
2017,60,826,71,-18423.9
6342,36,953,83,-24426.100000000006
1947,14,53,89,-35619.9
1263,26,720,5,1270.5
4985,23,545,94,-36149.4
8577,64,604,88,-23736.600000000006
90,8,73,69,-22686.9
9080,65,851,79,-16365.900000000001
4476,85,193,15,4648.5
6602,78,836,74,-14458.400000000001
8843,75,666,52,-506.60000000000036
5557,45,425,77,-20030.100000000002
6814,94,819,93,-26824.100000000006
348,31,221,23,-1531.1000000000004
958,79,379,34,-2020.4000000000005
1621,74,323,54,-8671.400000000001
4352,79,809,54,-5670.4000000000015
6223,21,168,12,5769.4
4670,14,567,92,-35515.600000000006
8959,8,285,48,-1946.6000000000004
1841,94,705,43,-3177.1000000000004
5172,31,961,50,-5528.0
7760,8,708,93,-33876.100000000006
4189,27,156,49,-6252.9000000000015
9861,65,620,43,3595.8999999999996
3046,47,151,30,46.0
8603,31,826,68,-11946.600000000002
9685,81,773,57,-1618.1000000000004
51,95,170,29,-1314.9000000000005
8823,27,334,71,-13960.900000000001
2071,97,598,90,-28889.0
2134,97,490,95,-32873.5
885,31,848,94,-39497.4
3588,60,42,88,-29077.600000000006
2166,54,163,28,-163.60000000000036
2256,95,714,87,-26567.100000000006
8027,83,362,76,-13967.400000000001
5634,41,91,19,4644.1
7275,65,694,82,-20342.600000000006
5473,30,494,7,5442.9
8769,76,481,79,-15807.900000000001
2420,22,501,97,-41550.100000000006
4671,72,404,73,-16185.100000000002
1111,39,512,69,-19526.9
591,88,913,35,-2331.5
2271,85,837,14,2500.6
5673,79,373,80,-19367.000000000004
1299,74,686,28,-470.60000000000036
8672,97,475,89,-21507.9
6684,56,240,81,-20928.9
6095,91,221,94,-28647.4
127,35,56,47,-9052.1
9773,21,859,48,-508.60000000000036
3175,83,581,82,-22966.600000000006
1294,89,112,61,-11509.900000000001
4334,14,169,15,3441.5
7492,94,241,89,-22954.9
3497,95,176,15,3819.5
4669,40,326,30,1459.0
2326,38,332,52,-8947.6
9909,42,483,84,-21137.4
7615,19,936,58,-7766.600000000002
1045,99,68,80,-22395.000000000004
565,1,125,69,-22694.9
7446,81,212,40,2845.999999999999
1781,85,578,19,1627.1
5019,45,931,39,-678.9000000000005
1102,21,67,71,-22107.9
6979,91,538,37,3637.8999999999996
7469,11,760,85,-26998.5
1657,18,571,66,-18499.4
1519,74,918,6,1786.6
4190,62,353,80,-22210.000000000004
5722,24,97,80,-23718.000000000004
9381,86,456,5,9688.5
6834,52,289,14,6601.6
1283,27,961,31,-2588.9000000000005
9882,62,77,16,9619.6
6060,35,285,9,5978.1
2183,87,934,64,-12319.400000000001
7956,73,976,33,5028.9
311,52,909,57,-12645.1
8047,45,152,82,-21210.600000000006
1727,2,758,65,-18845.5
545,68,154,73,-20603.100000000002
8615,74,865,55,-2137.500000000002
5810,46,102,21,4615.1
6145,35,340,58,-8308.600000000002
9121,46,747,23,7586.9
9676,94,23,59,-1834.9000000000015
4279,74,128,14,4354.6
3310,87,671,89,-27759.9
6144,89,538,49,-1259.9000000000015
771,61,829,43,-5666.1
9228,52,345,85,-21754.5
214,35,31,51,-10745.900000000001
293,75,777,7,577.9
6838,41,620,19,5848.1
5466,43,506,28,2828.3999999999996
6569,1,816,29,2477.0999999999995
4763,31,333,40,-1837.000000000001
5143,44,932,48,-4034.6000000000004
3797,35,580,66,-15237.400000000001
1074,36,882,72,-21735.600000000002
